"sales__|","sales__|__datetime","sales__|__burger","sales__|__species","burger_sales__Krusty Combo","burger_sales__Krusty Deluxe","burger_sales__Krabby Pattie","species_sales__leatherback turtle","species_sales__salmon","species_sales__seahorse","species_sales__coral","species_sales__giant clam","species_sales__gray whale","species_sales__sea lion","burger_by_species__|","burger_by_species__|__leatherback turtle","burger_by_species__|__salmon","burger_by_species__|__seahorse","burger_by_species__|__coral","burger_by_species__|__giant clam","burger_by_species__|__gray whale","burger_by_species__|__sea lion"
"Ih2xXI98yY","2019-04-09 08:29:09","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"vaxcflUYIm","2019-04-09 08:31:38","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"iVE2vsX7TF","2019-04-09 08:33:39","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"PlsDOUtYJj","2019-04-09 08:34:47","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"kZo94WcKAE","2019-04-09 08:37:30","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"nAzGlYpJvP","2019-04-09 08:39:03","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"gzYY6ldj1b","2019-04-09 08:40:52","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"VqoaLvsJ9l","2019-04-09 08:42:54","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"8evLPig3TR","2019-04-09 08:43:55","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"gtnoIY1IyF","2019-04-09 08:45:04","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"oDyN5S8Rcz","2019-04-09 08:46:06","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"XfvJZsxYhj","2019-04-09 08:47:16","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"nZv2BFh4BM","2019-04-09 08:48:50","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"BqerUXlH2w","2019-04-09 08:50:04","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"1O0tSD8nzK","2019-04-09 08:52:15","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"3tXZohviZv","2019-04-09 08:53:38","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"FYTS5SPPj7","2019-04-09 08:56:04","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"YNN0CwNti7","2019-04-09 08:57:15","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"mDgzpP80gj","2019-04-09 08:58:50","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"AXq9lxPCUQ","2019-04-09 09:00:25","Krusty Deluxe","coral","","","","","","","","","","","","","","","","","",""
"HdLnAGjXZH","2019-04-09 09:01:43","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"NQwNc44fSX","2019-04-09 09:03:18","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"8FgOCIWSvi","2019-04-09 09:04:28","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"QKBtZ7xIed","2019-04-09 09:06:53","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"fOJwmR7YgN","2019-04-09 09:08:29","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"FG97kADvUt","2019-04-09 09:10:22","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"ZeOKuhhC8y","2019-04-09 09:11:41","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"Jbuf46UsC1","2019-04-09 09:14:07","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"prvX3dAC4R","2019-04-09 09:15:09","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"BBIvBAJGmf","2019-04-09 09:17:56","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"1fqOP1nZNu","2019-04-09 09:19:21","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"WKOHfCqSHN","2019-04-09 09:20:42","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"WrWYfE8qVf","2019-04-09 09:22:37","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"22QnZ33VDu","2019-04-09 09:24:35","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"Neq6Y8gVBM","2019-04-09 09:27:20","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"wHfZl00u9m","2019-04-09 09:29:52","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"YDtSuYl2fF","2019-04-09 09:31:59","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"XZdZrjPMVz","2019-04-09 09:34:05","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"Iug4BLrO0d","2019-04-09 09:35:24","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"AvcxotiA2m","2019-04-09 09:37:04","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"FwufnbFmwy","2019-04-09 09:38:09","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"8EcMA15vSv","2019-04-09 09:39:15","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"rRnQOA6Ipl","2019-04-09 09:40:37","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"PA7VvJUB8s","2019-04-09 09:43:20","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"hP9haYWzh9","2019-04-09 09:45:51","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"j6bDCenHoY","2019-04-09 09:48:12","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"K596hiYIZY","2019-04-09 09:50:29","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"1D290fl2s4","2019-04-09 09:52:55","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"SzijtdbfLG","2019-04-09 09:54:25","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"0QFKx6FEms","2019-04-09 09:55:39","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"lCl1IdUQwd","2019-04-09 09:58:07","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"LAtJuSgCNd","2019-04-09 10:00:41","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"N8tWoyGSkT","2019-04-09 10:03:42","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"7c1CHoDnTF","2019-04-09 10:05:30","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"AgSoAJujVQ","2019-04-09 10:07:59","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"W3TrGLk7OB","2019-04-09 10:09:27","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"e5FjUQMnVu","2019-04-09 10:10:33","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"BjueADNG9l","2019-04-09 10:12:11","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"GBLshyh8qV","2019-04-09 10:14:23","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"jm9WKS4nyT","2019-04-09 10:15:31","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"0j7GLNcjN8","2019-04-09 10:17:19","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"VoGPcPS3f3","2019-04-09 10:18:22","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"CJDUu8Oafo","2019-04-09 10:19:30","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"sYHBrwIsZK","2019-04-09 10:21:11","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"BsXVy4PhPL","2019-04-09 10:23:24","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"jHghrO9n4f","2019-04-09 10:24:46","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"g3pNLvtlEJ","2019-04-09 10:26:17","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"k5yrEYJNqg","2019-04-09 10:27:36","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"UeYOOo6DjV","2019-04-09 10:29:46","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"BPECosBPs1","2019-04-09 10:31:28","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"1fEkJ5YVcm","2019-04-09 10:32:53","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"oryua29ruJ","2019-04-09 10:35:03","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"DwcLfNwkuz","2019-04-09 10:37:43","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"Nw38yMAiK5","2019-04-09 10:39:04","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"bGwqGlVSDF","2019-04-09 10:40:16","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"5dozetcz7Q","2019-04-09 10:42:03","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"KWFEMRZ47v","2019-04-09 10:45:04","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"c056etLYRK","2019-04-09 10:46:43","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"sYqLCtjoDj","2019-04-09 10:48:04","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"Lhz9q874mb","2019-04-09 10:49:49","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"OuqSAuDC0S","2019-04-09 10:51:50","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"ZnBQWgayKB","2019-04-09 10:53:54","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"5r7YWItw1O","2019-04-09 10:56:19","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"H6JOMozIFC","2019-04-09 10:58:48","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"gmEdSZkXw9","2019-04-09 10:59:49","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"tdwzIXTjGf","2019-04-09 11:00:54","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"uf6NjJIQUJ","2019-04-09 11:02:33","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"hbz9WiS3wd","2019-04-09 11:04:11","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"0DyJyvrbMa","2019-04-09 11:05:49","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"expUHwYHFV","2019-04-09 11:06:58","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"BeBchZUfL7","2019-04-09 11:08:43","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"wfTLYIs6mJ","2019-04-09 11:10:17","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"o3ya5Wr1KS","2019-04-09 11:11:45","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"rK2fKbK7Pn","2019-04-09 11:13:09","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Hhjr01lTgV","2019-04-09 11:15:04","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"07R9B12ylx","2019-04-09 11:17:21","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"xZGuoFu4cd","2019-04-09 11:18:34","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"bpWXFcbLOj","2019-04-09 11:19:56","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"zALRl8c0w1","2019-04-09 11:21:35","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"gwVAQZ4lmF","2019-04-09 11:22:50","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"9lcdCEDsve","2019-04-09 11:25:29","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"FrGY95kTwi","2019-04-09 11:27:39","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"dr2eB2lho0","2019-04-09 11:31:06","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"LnZI2okYxB","2019-04-09 11:32:36","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"2xjnLjXe0j","2019-04-09 11:34:17","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"eIFWehMHRF","2019-04-09 11:35:26","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"ImdZgoDnE5","2019-04-09 11:37:16","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"cW0LrsXIMH","2019-04-09 11:38:28","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"ZPKWpIDlnG","2019-04-09 11:40:33","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"rWs0cINiMY","2019-04-09 11:43:45","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"DxVkyBGEe4","2019-04-09 11:45:41","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"QcRQfxjC4O","2019-04-09 11:47:35","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"anjPUvTG8a","2019-04-09 11:49:21","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"7cJ2v0wDOK","2019-04-09 11:50:39","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"842NiS4Vb6","2019-04-09 11:52:29","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"ldNJr62hwq","2019-04-09 11:53:44","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"KsDZ1m8ebJ","2019-04-09 11:54:55","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"Yf6GvKVa5u","2019-04-09 11:56:20","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"KQB4WI4Bxw","2019-04-09 11:57:31","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"edqvgr66Fu","2019-04-09 11:59:10","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"lETTKPeRoy","2019-04-09 12:00:28","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"z5bQWQOEbQ","2019-04-09 12:01:46","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"P5r1RZ9vsF","2019-04-09 12:03:18","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"VmPGcqi1IC","2019-04-09 12:04:26","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"BNGK2RdKK0","2019-04-09 12:05:29","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"cxMEUKMm6X","2019-04-09 12:07:32","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"j9EFzJBx2d","2019-04-09 12:09:41","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"z19UzfQB7b","2019-04-09 12:11:10","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"MVj1HhBckk","2019-04-09 12:12:29","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"jVNssn9VND","2019-04-09 12:15:14","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"hEJU0UrfPJ","2019-04-09 12:17:09","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"elBTTOy1PI","2019-04-09 12:19:59","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"55wmrP8cuu","2019-04-09 12:21:03","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"tNuIJI5QIh","2019-04-09 12:22:04","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"QbNVS99Xby","2019-04-09 12:24:06","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"kQ2XT9iD9b","2019-04-09 12:25:44","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"btfZ24eDMz","2019-04-09 12:27:19","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"lqQo1zGlZt","2019-04-09 12:28:35","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"UovhNQZtJH","2019-04-09 12:29:52","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"tt58LQlVZa","2019-04-09 12:31:15","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"BvVftr1IQH","2019-04-09 12:32:33","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"7RKig20yUd","2019-04-09 12:34:21","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"M2F4O2krpL","2019-04-09 12:35:40","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"u9WT7GsydI","2019-04-09 12:36:43","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"clZWKxOPtl","2019-04-09 12:37:56","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"7HI8H6Aqcf","2019-04-09 12:40:03","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"8Fn87V2Qxr","2019-04-09 12:42:25","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"WrifyVuaCi","2019-04-09 12:44:30","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"BVGbLlE2LP","2019-04-09 12:45:55","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"JhqJneHibh","2019-04-09 12:47:25","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"AEQu5yNKq6","2019-04-09 12:49:19","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"WJtTtBgcW8","2019-04-09 12:50:23","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"xViVEgzddE","2019-04-09 12:52:27","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"u2JtE9Ax3l","2019-04-09 12:55:02","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"zPhJYGXXEl","2019-04-09 12:56:20","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"OGMIFvrNhN","2019-04-09 12:57:34","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"X5R2wJJbR1","2019-04-09 12:59:41","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"AP5hNBp1jw","2019-04-09 13:02:43","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"848G1vC2u8","2019-04-09 13:03:44","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"rBQpv1ibcE","2019-04-09 13:05:47","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"NMl3rBTHwN","2019-04-09 13:07:09","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"fdN8EecBpx","2019-04-09 13:09:13","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"UHo4O2UggO","2019-04-09 13:11:28","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"ihYP4zRzVS","2019-04-09 13:13:09","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"23vFnmX6HE","2019-04-09 13:15:34","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"hQAc7KWigs","2019-04-09 13:18:49","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"75RIq6OCdj","2019-04-09 13:20:45","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"04PvACeEoi","2019-04-09 13:22:44","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"201ryhhwjI","2019-04-09 13:24:06","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"UAnjeD8WxU","2019-04-09 13:26:45","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"nPD3SwBfpZ","2019-04-09 13:27:46","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"VL183EqUXN","2019-04-09 13:29:51","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"z6H1B8P4Vu","2019-04-09 13:31:14","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"aCcKwOh3Wi","2019-04-09 13:32:59","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"GhMwCu48kr","2019-04-09 13:35:29","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"26gaOD2VOC","2019-04-09 13:37:05","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"PsiS25DEkO","2019-04-09 13:38:33","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"GuAowLXkBA","2019-04-09 13:40:01","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"HNHVOxbEZJ","2019-04-09 13:41:16","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"OjGEJ3rBwv","2019-04-09 13:43:26","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"tUQM62ut4j","2019-04-09 13:44:59","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"uIdv3v3EIW","2019-04-09 13:46:28","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"mtzGX7C7yZ","2019-04-09 13:49:30","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"YC01jNBNOt","2019-04-09 13:50:31","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"BTOSDAotZE","2019-04-09 13:52:55","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"izJ3wctBWi","2019-04-09 13:55:04","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"sO4UbSpBzL","2019-04-09 13:56:44","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"xpW2gHfBF1","2019-04-09 13:57:46","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"fryEDYsMfW","2019-04-09 14:00:22","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"iTZxhhwn0a","2019-04-09 14:02:49","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"OA8VosQCrX","2019-04-09 14:04:01","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"RETNoD9JtU","2019-04-09 14:05:11","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"a5ZVlrJtgd","2019-04-09 14:06:58","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"m77MFzG9b1","2019-04-09 14:08:27","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"nEISG98PuC","2019-04-09 14:09:38","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"SBdrTZQy3r","2019-04-09 14:11:07","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"OS3UW6EaRj","2019-04-09 14:13:30","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"FiQjcPJSs2","2019-04-09 14:15:06","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"7JmPleCI5a","2019-04-09 14:16:10","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"sTppbZLsiM","2019-04-09 14:18:47","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"VCWQ8MoNOc","2019-04-09 14:20:32","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"eoDKv0WaWP","2019-04-09 14:22:22","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"h5kE3PWap7","2019-04-09 14:25:17","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"EH5MRItGXn","2019-04-09 14:27:02","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"fetNSHs9gJ","2019-04-09 14:28:30","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"ceKGugpQbp","2019-04-09 14:30:19","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"xkck4LgUnM","2019-04-09 14:31:28","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"dra6usIiTA","2019-04-09 14:32:44","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"GZoeyJsK5m","2019-04-09 14:34:06","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"lkfwiN6PMf","2019-04-09 14:36:14","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"nDFZekM43E","2019-04-09 14:38:03","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"2jIJSOq9np","2019-04-09 14:39:31","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"StFGixGWel","2019-04-09 14:41:01","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"6mJLK0MyjV","2019-04-09 14:42:31","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"BsN1DxO4ae","2019-04-09 14:45:58","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"XclMpL5bS1","2019-04-09 14:47:12","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"Ruw5rnTLyQ","2019-04-09 14:49:24","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"7AsQmlFCFG","2019-04-09 14:50:59","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"5vOOkwm7kY","2019-04-09 14:52:46","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"AqPCwIMtl7","2019-04-09 14:54:01","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"87ORiq5X7E","2019-04-09 14:55:27","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"dIhfM7xCI5","2019-04-09 14:57:21","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"TmWBzAv9gB","2019-04-09 14:59:26","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"6U4HURxis6","2019-04-09 15:00:38","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"e7PiHCfqk5","2019-04-09 15:02:03","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"sLa1pOGyGu","2019-04-09 15:03:51","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"SZAVsje1h6","2019-04-09 15:06:12","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"f7cxvcfkhd","2019-04-09 15:07:13","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"k1yeg5szxT","2019-04-09 15:08:38","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"b2hWnO2K21","2019-04-09 15:09:44","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"fnKuFgoT3O","2019-04-09 15:11:15","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"zmuxcLpN71","2019-04-09 15:13:34","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"GR0RO0t0jP","2019-04-09 15:14:53","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"JZqoE9i3Rj","2019-04-09 15:18:25","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"trcjNr6l0w","2019-04-09 15:19:46","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"9tEP6VpGmI","2019-04-09 15:22:03","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"dw8SyTJySV","2019-04-09 15:23:26","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
